Battery,Brand,CPU,Color,Display,Graphics,ImgURL,MFG_year,Name,OS,Price,Ram,Size,Status,Storage,URL,Weight,Wireless
"
                                                    48.9wh                                            ","
                                                            Microsoft                                                    ","
                                                    Intel® Core i5 1135G7 (4 nhân, 8 luồng, xung nhịp có thể đạt tối đa tới 4.2GHz với turbo boost, 8MB Smart Cache)                                            ","
                                                            Silver (bạc)                                                    ","
                                                    12.3” PixelSense Display, 2K (2736 x 1824)  mật độ điểm ảnh 267 PPI, tỷ lệ khung hình 3:2, màn gương, có cảm ứng                                            ","
                                                     Đồ họa Intel® Iris® Xe                                            ",https://trungtran.vn/images/products/2023/resized/71v2U9DriOL__AC_SL1500_.jpg,"
                                                            2021                                                    ",Surface Pro 7 Plus i5-1135G7 RAM 8GB SSD 128GB 12.3″ 2736×1824 Touch - Kèm bàn phím Type Cover Mới 100%,"
                                                            Windows 10 Pro                                                    ",17.500.000đ,"
                                                    8GB LPDDR4x – 4267MHz, dual channel, không hỗ trợ nâng cấp                                            ","
                                                            29.2 x 20.1 x 0.85 cm                                                    ","
                                                            New 100%                                                    ","
                                                    128GB                                            ",https://trungtran.vn/surface-pro-7-plus/,"
                                                            0.77kg                                                    ","
                                                            Wi-Fi 6, Bluetooth 5.0, bản này không hỗ trợ LTE và nanoSIM, đây là optional từ hãng                                                    "
"
                                                     3-Cell Battery, 42WHr                                            ","
                                                            Asus                                                    ","
                                                    Intel® Core™ i3-1005G1 Processor 1.2 GHz (2 nhân 4 luồng, xung nhịp cơ bản đơn nhân 1.2GHz, có thể đạt Turbo Boost 3.4GHz, 4Mb Cache)                                            ","
                                                            Trắng ngọc trai                                                    ","
                                                    14inch, FHD 1920 x 1080, WVA, 60 Hz, màn nhám, chống lóa, độ phủ màu 45% NTSC, độ sáng màn hình 250 nits.                                            ","
                                                     Intel® Core™ UHD dành cho Bộ xử lý Intel® thế hệ thứ 10                                            ",https://trungtran.vn//upload_images/images/products/asus-vivobook-series/resized/pngresize.webp,"
                                                             2020                                                    ",,"
                                                             windows 10                                                    ","
                            9.500.000đ                        ","
                                                     4GB DDR4 2400MHz không nâng cấp được                                            ","
                                                             32.4cm x 21.5cm x 1.9cm                                                    ","
                                                            New 100%                                                    ","
                                                    14"", FHD (1920 x 1080) WVA                                            ",https://trungtran.vn/asus-vivobook-14-i3-nhieu-cau-hinh/,"
                                                            1.4kg                                                    ","
                                                             Wi-Fi 5 + Bluetooth 4.1                                                    "
"
                                                    45.8wh                                            ","
                                                            Microsoft                                                    ","
                                                    Intel core i5 1035G7 (4 nhân 8 luồng, xung nhịp cơ bản 1.2GHz có thể đạt tối đa với Turbo Boost 3.7GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Matte Black (đen nhám)                                                    ","
                                                    13.5” PixelSense™ Display, độ phân giải 2256 x 1504 (201 PPI), tỷ lệ khung hình 3:2, màn gương, có cảm ứng, tần số quét 60Hz                                            ","
                                                    Intel® Iris™ Plus Graphics                                            ",https://trungtran.vn/images/products/2023/resized/surface_laptop_3.jpg,"
                                                            2020                                                    ",Core i5-1035G7 RAM 8GB SSD 256GB 13″ 2K IPS Touch,"
                                                            Windows 10                                                    ",14.990.000đ,"
                                                    8GB DDR4 3733mhz RAM hàn chết, không cho phép nâng cấp                                            ","
                                                            30.8 cm x 22.3 cm x 1.45 cm                                                    ","
                                                            Outlet/Refurbished                                                    ","
                                                    256GB M.2 2230 SSD                                            ",https://trungtran.vn/surface-laptop-3-i5-nhieu-cau-hinh/,"
                                                            1.28kg                                                    ","
                                                            Intel Wi-Fi 5 + Bluetooth 5.0                                                    "
"
                                                    45.8wh                                            ","
                                                            Microsoft                                                    ","
                                                    Intel core i5 1035G7 (4 nhân 8 luồng, xung nhịp cơ bản 1.2GHz có thể đạt tối đa với Turbo Boost 3.7GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Matte Black (đen nhám)                                                    ","
                                                    13.5” PixelSense™ Display, độ phân giải 2256 x 1504 (201 PPI), tỷ lệ khung hình 3:2, màn gương, có cảm ứng, tần số quét 60Hz                                            ","
                                                    Intel® Iris™ Plus Graphics                                            ",https://trungtran.vn/images/products/2023/resized/surface_laptop_3.jpg,"
                                                            2020                                                    ","Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3"" FHD IPS Touch","
                                                            Windows 10                                                    ",8.500.000đ,"
                                                    8GB DDR4 3733mhz RAM hàn chết, không cho phép nâng cấp                                            ","
                                                            30.8 cm x 22.3 cm x 1.45 cm                                                    ","
                                                            Outlet/Refurbished                                                    ","
                                                    256GB M.2 2230 SSD                                            ",https://trungtran.vn/surface-laptop-3-i5-nhieu-cau-hinh/,"
                                                            1.28kg                                                    ","
                                                            Intel Wi-Fi 5 + Bluetooth 5.0                                                    "
"
                                                    45.8wh                                            ","
                                                            Microsoft                                                    ","
                                                    Intel core i5 1035G7 (4 nhân 8 luồng, xung nhịp cơ bản 1.2GHz có thể đạt tối đa với Turbo Boost 3.7GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Matte Black (đen nhám)                                                    ","
                                                    13.5” PixelSense™ Display, độ phân giải 2256 x 1504 (201 PPI), tỷ lệ khung hình 3:2, màn gương, có cảm ứng, tần số quét 60Hz                                            ","
                                                    Intel® Iris™ Plus Graphics                                            ",https://trungtran.vn/images/products/2023/resized/surface_laptop_3.jpg,"
                                                            2020                                                    ",LG Gram 16 2022 2-in-1 i7-1260P RAM 16GB SSD 512GB 2K Touch Kèm bút,"
                                                            Windows 10                                                    ",26.500.000đ,"
                                                    8GB DDR4 3733mhz RAM hàn chết, không cho phép nâng cấp                                            ","
                                                            30.8 cm x 22.3 cm x 1.45 cm                                                    ","
                                                            Outlet/Refurbished                                                    ","
                                                    256GB M.2 2230 SSD                                            ",https://trungtran.vn/surface-laptop-3-i5-nhieu-cau-hinh/,"
                                                            1.28kg                                                    ","
                                                            Intel Wi-Fi 5 + Bluetooth 5.0                                                    "
"
                                                    6-cell, 90whr                                            ","
                                                            Lenovo                                                    ","
                                                     Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%                                            ","
                                                    Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5                                            ",https://trungtran.vn/images/products/2023/resized/thinkpad_p52_p2000_trungtran-THUMBNAIL-600x336.png,"
                                                            2018                                                    ",Thinkpad P52 Core i7 8850H RAM 16GB SSD 512GB P2000 4K IPS Touch,"
                                                            Windows 10                                                    ",21.300.000đ,"
                                                    16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz                                            ","
                                                            37.7cm x 25.2cm x 2.4-2.9cm                                                     ","
                                                            Đã qua sử dụng                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/thinkpad-p52-i7-4k-nhieu-cau-hinh/,"
                                                            2.45kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    6-cell, 90whr                                            ","
                                                            Lenovo                                                    ","
                                                     Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%                                            ","
                                                    Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5                                            ",https://trungtran.vn/images/products/2023/resized/thinkpad_p52_p2000_trungtran-THUMBNAIL-600x336.png,"
                                                            2018                                                    ",Thinkpad P52 Core i7 8850H RAM 32GB SSD 512GB P2000 4K IPS Touch,"
                                                            Windows 10                                                    ",23.700.000đ,"
                                                    16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz                                            ","
                                                            37.7cm x 25.2cm x 2.4-2.9cm                                                     ","
                                                            Đã qua sử dụng                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/thinkpad-p52-i7-4k-nhieu-cau-hinh/,"
                                                            2.45kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    6-cell, 90whr                                            ","
                                                            Lenovo                                                    ","
                                                     Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    15.6"" 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%                                            ","
                                                    Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5                                            ",https://trungtran.vn/images/products/2023/resized/thinkpad_p52_p2000_trungtran-THUMBNAIL-600x336.png,"
                                                            2018                                                    ",Thinkpad P52 Core i7 8850H RAM 64GB SSD 1TB P2000 4K IPS Touch,"
                                                            Windows 10                                                    ",26.700.000đ,"
                                                    16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz                                            ","
                                                            37.7cm x 25.2cm x 2.4-2.9cm                                                     ","
                                                            Đã qua sử dụng                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/thinkpad-p52-i7-4k-nhieu-cau-hinh/,"
                                                            2.45kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 core i7 8665U RAM 8GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",9.400.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 core i7 8665U RAM 8GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",9.900.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 core i7 8665U RAM 16GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",9.900.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 core i7 8665U RAM 16GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",10.400.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i7-8665U (4 nhân 8 luồng, 8M SmartCache, xung nhịp cơ bản 1.9 GHz, có thể đạt tới 4.8 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920 x 1080) IPS, có cảm ứng, độ sáng màn 300 nits, tần số quét 60Hz                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/dell-latitude-7400-trungtran_vn-frontview.png,"
                                                            2018                                                    ",Dell Latitude 7400 i5 (Nhiều cấu hình),"
                                                            Windows 10                                                    ",8.100.000đ,"
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            32.1 x 21.4 x 1.8-1.9cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7400-i7-nhieu-cau-hinh/,"
                                                            1.35kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    4-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5-1135G7 (4 nhân 8 luồng, có thể đạt xung nhịp tối đa turbo boost tới 4.2GHz, 8MB Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD+ (1920×1200) IPS, LED backlight, màn nhám,chống lóa, độ sáng 400 nits, tỷ lệ màn hình 16:10, độ tương phản 1000:1, độ phủ màu 100% sRGB, low blue light, low power                                             ","
                                                     Đồ họa Intel® Iris® Xe                                            ",https://trungtran.vn/images/products/2023/resized/x1_carbon_gen_9_trungtran_vn_2.png,"
                                                            2021                                                    ",,"
                                                            Windows 10                                                    ","
                            23.300.000đ                        ","
                                                    8GB | 16GB LPDDR4x-4266 không thay thế hay nâng cấp được, hàn chết trên main                                            ","
                                                            31.5 x 22.2 x 1.5cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-9-i5-intel/,"
                                                            1.13kg                                                    ","
                                                            Intel® Wi-Fi 6 AX201 2×2 AX vPro® + Bluetooth® 5.1                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"
                                                            2018                                                    ",Thinkpad X1 Carbon Gen 6 i5 8350U RAM 16GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",10.290.000đ,"
                                                    16GB LPDDR3-2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3cm x 21.7cm x 1.6cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,"
                                                            1.13kg                                                    ","
                                                            Intel® wifi 2×2 + Bluetooth                                                     "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"
                                                            2018                                                    ",Thinkpad X1 Carbon Gen 6 i5 8350U RAM 16GB SSD 512GB FHD IPS,"
                                                            Windows 10                                                    ",10.790.000đ,"
                                                    16GB LPDDR3-2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3cm x 21.7cm x 1.6cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,"
                                                            1.13kg                                                    ","
                                                            Intel® wifi 2×2 + Bluetooth                                                     "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i5-8350U (4 nhân 8 luồng, xung nhịp đơn nhân 1.7GHz và đạt tối đa turbo boost 3.6GHz, 6 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920×1080) IPS, LED backlight, không cảm ứng, 300 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% sRGB                                            ","
                                                    Intel® UHD 620 onboard                                            ",https://trungtran.vn/images/products/2023/resized/x1-gen-6-4-PNG.png,"
                                                            2018                                                    ",Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS,"
                                                            Windows 10                                                    ",11.400.000đ,"
                                                    16GB LPDDR3-2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3cm x 21.7cm x 1.6cm                                                    ","
                                                            Đã qua sử dụng                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-6-i5-nhieu-cau-hinh/,"
                                                            1.13kg                                                    ","
                                                            Intel® wifi 2×2 + Bluetooth                                                     "
"
                                                    45.8wh                                            ","
                                                            Microsoft                                                    ","
                                                    AMD Ryzen™ 5 3580U Microsoft Surface® Edition Processor (4 nhân 8 luồng, xung nhịp cơ bản 2.1GHz có thể đạt tối đa với Turbo Boost 3.7GHz, L2 Cache 2MB, L3 Cache 4MB)                                            ","
                                                            Matte Black (đen nhám), Silver (bạc)                                                    ","
                                                    15” PixelSense™ Display, độ phân giải 2496 x 1664 (201 PPI), tỷ lệ khung hình 3:2, màn gương, có cảm ứng, tần số quét 60Hz                                            ","
                                                    AMD Radeon™ Vega 9 Graphics Microsoft Surface® Edition                                            ",https://trungtran.vn/images/products/2023/resized/surface_laptop_3.jpg,"
                                                            2020                                                    ",,"
                                                            Windows 10                                                    ","
                            14.500.000đ                        ","
                                                    8GB DDR4 2400 RAM hàn chết, không cho phép nâng cấp                                            ","
                                                            33.9 cm x 24.4 cm x 1.47 cm                                                    ","
                                                            Outlet/Refurbished                                                    ","
                                                    256GB M.2 2230 SSD                                            ",https://trungtran.vn/surface-laptop-3-ryzen-5-nhieu-cau-hinh/,"
                                                            1.54kg                                                    ","
                                                            Intel Wi-Fi 5 + Bluetooth 5.0                                                    "
"
                                                    3-cell, 42 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5 1145G7 (4 nhân, 8 luồng, xung nhịp có thể đạt tối đa Turbo Boost 4.4GHz, 8 MB Intel® Smart Cache )                                            ","
                                                            Đen                                                    ","
                                                    13.3"" FHD ( 1920x1080) WVA, không cảm ứng, 250nits, 60Hz, low blue light                                            ","
                                                    Intel® Iris® Xe Graphics, on board                                            ",https://trungtran.vn/images/products/2023/resized/thumbnail_dell_latitude_7320_i5.png,"
                                                            2021                                                    ",Dell Latitude 7320 i7 1185G7 16GB 256GB FHD IPS Touch (Đen),"
                                                            Windows 10                                                    ",15.800.000đ,"
                                                    16GB 3733MHz LPDDR4x Memory Onboard                                            ","
                                                            30.6cm x 19.9cm x 1.6 – 1.8cm                                                    ","
                                                            Outlet/Refurbished                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-e7320-i5-nhieu-cau-hinh/,"
                                                            1.12kg                                                    ","
                                                            Intel® Wi-Fi 6 + Bluetooth 5.1                                                    "
"
                                                    3-cell, 42 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5 1145G7 (4 nhân, 8 luồng, xung nhịp có thể đạt tối đa Turbo Boost 4.4GHz, 8 MB Intel® Smart Cache )                                            ","
                                                            Đen                                                    ","
                                                    13.3"" FHD ( 1920x1080) WVA, không cảm ứng, 250nits, 60Hz, low blue light                                            ","
                                                    Intel® Iris® Xe Graphics, on board                                            ",https://trungtran.vn/images/products/2023/resized/thumbnail_dell_latitude_7320_i5.png,"
                                                            2021                                                    ",Dell Latitude 7320 2-in-1 i7 1185G7 16GB 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",19.500.000đ,"
                                                    16GB 3733MHz LPDDR4x Memory Onboard                                            ","
                                                            30.6cm x 19.9cm x 1.6 – 1.8cm                                                    ","
                                                            Outlet/Refurbished                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-e7320-i5-nhieu-cau-hinh/,"
                                                            1.12kg                                                    ","
                                                            Intel® Wi-Fi 6 + Bluetooth 5.1                                                    "
